{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38260.28', '0.00000000']], 'time': '2021-05-20T03:56:14.921638Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38341.23', '0.06371217']], 'time': '2021-05-20T03:56:29.862757Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38302.34', '0.03884941']], 'time': '2021-05-20T03:56:29.863005Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '30000.00', '498.01170624']], 'time': '2021-05-20T03:56:29.872582Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38268.51', '0.10000000']], 'time': '2021-05-20T03:56:29.877272Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38302.34', '0.00000000']], 'time': '2021-05-20T03:56:29.905218Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38689.76', '0.00000000']], 'time': '2021-05-20T03:56:29.905630Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38369.67', '0.05000000']], 'time': '2021-05-20T03:56:29.907356Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38327.67', '0.01492000']], 'time': '2021-05-20T03:56:29.908221Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38327.67', '0.08952000']], 'time': '2021-05-20T03:56:29.908248Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38369.67', '0.03000000']], 'time': '2021-05-20T03:56:29.913679Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38308.54', '0.03884941']], 'time': '2021-05-20T03:56:29.917519Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38369.67', '0.00000000']], 'time': '2021-05-20T03:56:29.917602Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.84', '0.00000000']], 'time': '2021-05-20T03:56:29.920009Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38327.67', '0.11842000']], 'time': '2021-05-20T03:56:29.922382Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38327.67', '0.76842000']], 'time': '2021-05-20T03:56:29.922661Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38651.55', '0.00000000']], 'time': '2021-05-20T03:56:29.923783Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38369.75', '0.00000000']], 'time': '2021-05-20T03:56:29.928856Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38430.46', '0.00000000']], 'time': '2021-05-20T03:56:29.929414Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38357.51', '0.39490432']], 'time': '2021-05-20T03:56:29.929646Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38299.18', '0.05981455']], 'time': '2021-05-20T03:56:29.929955Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38297.02', '0.00000000']], 'time': '2021-05-20T03:56:29.932309Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38633.30', '0.01000000']], 'time': '2021-05-20T03:56:29.945046Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38362.64', '0.01000000']], 'time': '2021-05-20T03:56:29.945231Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38447.43', '0.35734277']], 'time': '2021-05-20T03:56:29.945742Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38417.57', '0.03256930']], 'time': '2021-05-20T03:56:29.950785Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38308.54', '0.00000000']], 'time': '2021-05-20T03:56:29.951466Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38327.66', '0.01298051']], 'time': '2021-05-20T03:56:29.955014Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38295.71', '0.00000000']], 'time': '2021-05-20T03:56:29.955652Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38341.23', '0.00000000']], 'time': '2021-05-20T03:56:29.955652Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38299.18', '0.00000000']], 'time': '2021-05-20T03:56:29.956966Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38362.64', '0.03000000']], 'time': '2021-05-20T03:56:29.963600Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38297.02', '0.05981455']], 'time': '2021-05-20T03:56:29.970519Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38454.28', '0.30396324']], 'time': '2021-05-20T03:56:29.970638Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38362.64', '0.06000000']], 'time': '2021-05-20T03:56:29.978909Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38305.32', '0.03884941']], 'time': '2021-05-20T03:56:29.979118Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38447.56', '0.00000000']], 'time': '2021-05-20T03:56:29.985886Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38371.68', '0.01000000']], 'time': '2021-05-20T03:56:29.988550Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38362.64', '0.10000000']], 'time': '2021-05-20T03:56:29.994643Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38754.85', '0.00197097']], 'time': '2021-05-20T03:56:29.996141Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38435.96', '0.01502109']], 'time': '2021-05-20T03:56:29.999787Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38289.27', '0.01000000']], 'time': '2021-05-20T03:56:30.003945Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38475.47', '0.00000000']], 'time': '2021-05-20T03:56:30.008996Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38327.66', '0.01474526']], 'time': '2021-05-20T03:56:30.012833Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38299.18', '0.05981455']], 'time': '2021-05-20T03:56:30.018529Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38305.32', '0.00000000']], 'time': '2021-05-20T03:56:30.019573Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38351.52', '0.05000000']], 'time': '2021-05-20T03:56:30.020110Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38472.31', '0.00000000']], 'time': '2021-05-20T03:56:30.020754Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.20', '0.05981455']], 'time': '2021-05-20T03:56:30.022825Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38454.36', '0.01000000']], 'time': '2021-05-20T03:56:30.024379Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38297.02', '0.00000000']], 'time': '2021-05-20T03:56:30.025217Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38310.96', '0.03884941']], 'time': '2021-05-20T03:56:30.028961Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38171.70', '0.00000000']], 'time': '2021-05-20T03:56:30.037220Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38409.35', '0.00000000']], 'time': '2021-05-20T03:56:30.039678Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38299.18', '0.00000000']], 'time': '2021-05-20T03:56:30.048577Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.20', '0.00000000']], 'time': '2021-05-20T03:56:30.048946Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38183.80', '0.01000000']], 'time': '2021-05-20T03:56:30.050889Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38295.04', '0.04084161']], 'time': '2021-05-20T03:56:30.051202Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38338.69', '0.04187363']], 'time': '2021-05-20T03:56:30.051202Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38396.34', '0.01000000']], 'time': '2021-05-20T03:56:30.055526Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38489.90', '0.01000000']], 'time': '2021-05-20T03:56:30.056128Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38300.61', '0.05981455']], 'time': '2021-05-20T03:56:30.057719Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38351.51', '0.05981455']], 'time': '2021-05-20T03:56:30.058404Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.20', '0.05981455']], 'time': '2021-05-20T03:56:30.061755Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38310.96', '0.00000000']], 'time': '2021-05-20T03:56:30.068363Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38327.66', '0.21474526']], 'time': '2021-05-20T03:56:30.070196Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38351.51', '0.00000000']], 'time': '2021-05-20T03:56:30.074859Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38578.88', '0.00000000']], 'time': '2021-05-20T03:56:30.090931Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38298.97', '0.00000000']], 'time': '2021-05-20T03:56:30.092564Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38005.99', '0.00000000']], 'time': '2021-05-20T03:56:30.093879Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38304.21', '0.03884941']], 'time': '2021-05-20T03:56:30.097613Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38302.36', '0.02400000']], 'time': '2021-05-20T03:56:30.104599Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '37997.34', '0.00000000']], 'time': '2021-05-20T03:56:30.109312Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38329.05', '0.00000000']], 'time': '2021-05-20T03:56:30.115999Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38654.05', '3.22896294']], 'time': '2021-05-20T03:56:30.122100Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38295.04', '0.00000000']], 'time': '2021-05-20T03:56:30.122847Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38338.69', '0.00000000']], 'time': '2021-05-20T03:56:30.122847Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38008.63', '0.55100000']], 'time': '2021-05-20T03:56:30.124203Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38327.67', '0.75350000']], 'time': '2021-05-20T03:56:30.128822Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38327.67', '0.73861361']], 'time': '2021-05-20T03:56:30.128822Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38333.68', '0.00000000']], 'time': '2021-05-20T03:56:30.130504Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38333.63', '0.59200000']], 'time': '2021-05-20T03:56:30.132666Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.87', '0.05981455']], 'time': '2021-05-20T03:56:30.137605Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38300.61', '0.00000000']], 'time': '2021-05-20T03:56:30.141604Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38633.30', '0.00000000']], 'time': '2021-05-20T03:56:30.144093Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.20', '0.00000000']], 'time': '2021-05-20T03:56:30.145387Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38329.09', '0.00000000']], 'time': '2021-05-20T03:56:30.149167Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38304.21', '0.00000000']], 'time': '2021-05-20T03:56:30.149715Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.87', '0.00000000']], 'time': '2021-05-20T03:56:30.151226Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38334.97', '2.48969908']], 'time': '2021-05-20T03:56:30.153081Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38351.52', '0.10981455']], 'time': '2021-05-20T03:56:30.153156Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38300.96', '0.00000000']], 'time': '2021-05-20T03:56:30.156334Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38300.15', '0.00000000']], 'time': '2021-05-20T03:56:30.156334Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38305.72', '0.05981455']], 'time': '2021-05-20T03:56:30.164022Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38287.47', '0.05446116']], 'time': '2021-05-20T03:56:30.164129Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38620.27', '0.01000000']], 'time': '2021-05-20T03:56:30.168792Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38333.68', '0.50000000']], 'time': '2021-05-20T03:56:30.170494Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.42', '0.02400000']], 'time': '2021-05-20T03:56:30.174117Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.81', '0.02400000']], 'time': '2021-05-20T03:56:30.174117Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38396.34', '0.00000000']], 'time': '2021-05-20T03:56:30.178610Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38297.01', '0.00000000']], 'time': '2021-05-20T03:56:30.179333Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38405.24', '0.00000000']], 'time': '2021-05-20T03:56:30.179363Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38311.82', '0.03884941']], 'time': '2021-05-20T03:56:30.181448Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38214.93', '0.00000000']], 'time': '2021-05-20T03:56:30.181808Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38217.01', '0.01000000']], 'time': '2021-05-20T03:56:30.183331Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.20', '0.05981455']], 'time': '2021-05-20T03:56:30.183454Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38298.93', '0.05175431']], 'time': '2021-05-20T03:56:30.183525Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38348.12', '0.04777752']], 'time': '2021-05-20T03:56:30.183525Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38620.27', '0.00000000']], 'time': '2021-05-20T03:56:30.190346Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38384.03', '0.02605250']], 'time': '2021-05-20T03:56:30.191040Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38298.41', '0.48430000']], 'time': '2021-05-20T03:56:30.191124Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.87', '0.05981455']], 'time': '2021-05-20T03:56:30.191142Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38351.52', '0.05000000']], 'time': '2021-05-20T03:56:30.191256Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38305.72', '0.00000000']], 'time': '2021-05-20T03:56:30.191268Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38421.09', '0.12256341']], 'time': '2021-05-20T03:56:30.197973Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38311.82', '0.00000000']], 'time': '2021-05-20T03:56:30.198170Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.42', '0.00000000']], 'time': '2021-05-20T03:56:30.198391Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38302.36', '0.00000000']], 'time': '2021-05-20T03:56:30.198391Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38301.81', '0.00000000']], 'time': '2021-05-20T03:56:30.198391Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38227.43', '0.03593250']], 'time': '2021-05-20T03:56:30.201683Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38311.87', '0.84600000']], 'time': '2021-05-20T03:56:30.205409Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38647.29', '0.03150270']], 'time': '2021-05-20T03:56:30.208528Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38327.67', '0.08861361']], 'time': '2021-05-20T03:56:30.211418Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38278.56', '0.00000000']], 'time': '2021-05-20T03:56:30.216161Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38309.29', '0.00000000']], 'time': '2021-05-20T03:56:30.217189Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38327.67', '0.05971361']], 'time': '2021-05-20T03:56:30.218307Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.87', '0.00000000']], 'time': '2021-05-20T03:56:30.220671Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38489.90', '0.00000000']], 'time': '2021-05-20T03:56:30.220687Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.21', '0.00000000']], 'time': '2021-05-20T03:56:30.220809Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38303.61', '0.02400000']], 'time': '2021-05-20T03:56:30.220831Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38302.81', '0.02400000']], 'time': '2021-05-20T03:56:30.220831Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38302.00', '0.02400000']], 'time': '2021-05-20T03:56:30.220831Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38306.93', '0.03884941']], 'time': '2021-05-20T03:56:30.221128Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38311.87', '1.36600000']], 'time': '2021-05-20T03:56:30.224134Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38305.72', '0.05981455']], 'time': '2021-05-20T03:56:30.228189Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38362.64', '0.07000000']], 'time': '2021-05-20T03:56:30.229433Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38346.20', '0.00000000']], 'time': '2021-05-20T03:56:30.236569Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38362.64', '0.03000000']], 'time': '2021-05-20T03:56:30.238468Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38474.74', '0.01000000']], 'time': '2021-05-20T03:56:30.240157Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38305.72', '0.00000000']], 'time': '2021-05-20T03:56:30.243122Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38327.66', '0.21298051']], 'time': '2021-05-20T03:56:30.243619Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38285.73', '0.02000000']], 'time': '2021-05-20T03:56:30.252665Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38311.88', '0.59116555']], 'time': '2021-05-20T03:56:30.253128Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38306.68', '0.05981455']], 'time': '2021-05-20T03:56:30.253163Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38472.10', '0.00000000']], 'time': '2021-05-20T03:56:30.254310Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38351.52', '0.10981455']], 'time': '2021-05-20T03:56:30.257398Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38605.87', '0.01000000']], 'time': '2021-05-20T03:56:30.257585Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['buy', '38298.93', '0.00000000']], 'time': '2021-05-20T03:56:30.263680Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38369.29', '0.03000000']], 'time': '2021-05-20T03:56:30.265326Z'}
{'type': 'l2update', 'product_id': 'BTC-USD', 'changes': [['sell', '38500.90', '0.01298671']], 'time': '2021-05-20T03:56:30.269736Z'}
